org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
Baton Rouge General Medical Center School Of Nursing And School Of Radiologic Technology,8bedd654,"3616 NORTH BLVD, BATON ROUGE, LA, 70806",LA,30.4479441,-91.1525905,Higher education institution,Highest degree certificate,Louisiana
Ballad Health,cf3dd8ad,"303 MED TECH PKWY, JOHNSON CITY, TN, 37604",TN,36.3402585,-82.4012002,WIOA-eligible,NA,Tennessee
Tolles Career And Technical Center,c61d0100,"7877 US HWY 42 S, PLAIN CITY, OH, 43064",OH,40.1075615,-83.2674165,WIOA-eligible,NA,Ohio
Lunimary Dental Asisting School,c63d5de7,"5345 W UNIVERSITY DR, MCKINNEY, TX, 75071",TX,33.2178266,-96.6851564,WIOA-eligible,NA,Texas
Amp Electrical Inc.,2c66cc4e,"""1420 UNION STREET"" W SPRINGFIELD MA 1089",MA,42.1092116,-72.5625025,Registered apprenticeship,NA,Massachusetts
Dr. Ida Rolf Institute,8a21d183,"5055 CHAPARRAL CT, BOULDER, CO, 80301",CO,40.066377,-105.2030721,Higher education institution,Highest degree certificate,Colorado
Arsenal Place,e823e5a7,PO BOX 593 SELMA AL 36702-0593,AL,32.4060463,-87.0242616,Non-profit organization,Job training non-profit,Alabama
Commercial Driver School/Lacey,c9bf17ac,"6800 MARTIN WAY E, OLYMPIA, WA, 98516",WA,47.0520087,-122.7910127,WIOA-eligible,NA,Washington
California Welfare To Independence Network 2000,87532eda,PO BOX 1844 PITTSBURG CA 94565-0184,CA,38.0182853,-121.9245556,Non-profit organization,Job training non-profit,California
Hairmasters Institute Of Cosmetology,d0f72c28,"506 S MC CLUN ST, BLOOMINGTON, IL, 61701",IL,40.4747893,-88.9793412,Higher education institution,Highest degree certificate,Illinois
Ri Manufacturing Institute (We Make Ri),d154f1a3,"200 1ST AVE, CRANSTON, RI, 02910",RI,41.766774,-71.419819,Registered apprenticeship,NA,Rhode Island
Avalon School Of Cosmetology,4f37207b,"1428 N MCMILLAN ST, WORTHINGTON, MN, 56187",MN,43.6318003,-95.6023919,Higher education institution,Highest degree certificate,Minnesota
Keiser University,250b4990,"900 S BABCOCK ST, MELBOURNE, FL, 32901",FL,28.0947349,-80.6231521,WIOA-eligible,NA,Florida
Accredited Security Training,568d2322,"4600 JEFFERSON DAVIS HWY, FREDERICKSBURG, VA, 22408",VA,38.2628172,-77.4953021,WIOA-eligible,NA,Virginia
Falmouth Police Department,7a4e32e6,"""750 MAIN STREET"" FALMOUTH MA 2540",MA,41.5543197,-70.6033686,Registered apprenticeship,NA,Massachusetts
Neurodiversity Works,96a36975,11475 HELENA ST COMMERCE CITY CO 80022-8982,CO,39.905095,-104.8067494,Non-profit organization,Job training non-profit,Colorado
Finishing Trades Institute (Formerly Phoenix Painters And Decorators Jatc),ee1c9102,"210 N 24TH ST, PHOENIX, AZ, 85034",AZ,33.4505628,-112.0308233,WIOA-eligible,Apprenticeship sponsor / other,Arizona
Your Future Is Our Business,f6a2e828,400 ENCINAL ST SANTA CRUZ CA 95060-2115,CA,36.9880008,-122.0390405,Non-profit organization,Job training non-profit,California
Central New Mexico Community College,608ab210,"525 BUENA VISTA DR SE, ALBUQUERQUE, NM, 87106",NM,35.0740659,-106.6271502,Higher education institution,NA,New Mexico
National College Of Health,0edbd272,"3530 W PETERSON AVE, CHICAGO, IL, 60659",IL,41.9904969,-87.7178308,WIOA-eligible,NA,Illinois
Goodwill Industries Of Lubbock Contract Services Inc,7230d635,"715 28TH ST, LUBBOCK, TX, 79404",TX,33.5684405,-101.8427256,Non-profit organization,Job training non-profit,Texas
One Through The One Inc,d16922b1,"1259 HOWARD ST, ROCKVILLE CENTRE, NY, 11570",NY,40.6698284,-73.6577878,Non-profit organization,Job training non-profit,New York
Metrocrest Amateur Radio Society Inc,d382c4a4,12895 JOSEY LN STE 124 # 449 FARMERS BRNCH TX 75234-8300,TX,32.9235307,-96.8833344,Non-profit organization,Job training non-profit,Texas
Roberto Correas,e300e18b,"4900 N FIFTH ST, TEMPLE, PA, 19560",PA,40.4069716,-75.9284963,WIOA-eligible,NA,Pennsylvania
Colorado S/W Glaziers/Glassworkers Jatc,faa7a047,"2170 S LIPAN ST, DENVER, CO, 80223",CO,39.6771544,-105.001551,Registered apprenticeship,NA,Colorado
Connecting Voices Inc,9bf6e78b,"20718 NW 29TH AVE, BOCA RATON, FL, 33434",FL,26.3696388,-80.145257,Non-profit organization,Job training non-profit,Florida
Civic Tech Structure,01b05918,"13428 MAXELLA AVE, MARINA DEL REY, CA, 90292",CA,33.9863066,-118.440246,Non-profit organization,Job training non-profit,California
Rb Lean Education,5b337a4e,"6111 HEISLEY RD, MENTOR, OH, 44060",OH,41.7043559,-81.3062843,Non-profit organization,Job training non-profit,Ohio
Friends Of Bronx Design And Construction Academy Inc,NA,"388 WILLIS AVE, BRONX, NY, 10454",NY,40.8125841,-73.9199539,Non-profit organization,Job training non-profit,New York
Salish Sea Sciences,6b94be5c,PO BOX 326 FRIDAY HARBOR WA 98250-0326,WA,48.5342662,-123.0171242,Non-profit organization,Job training non-profit,Washington
Sparrow Healthcare Education,aaf3b7ee,"11703 E. SPRAGUE, STE. 2, VALLEY, SPOKANE WA 99212",WA,47.6579756,-117.2487894,WIOA-eligible,NA,Washington
Ridge Technical College,3c86e5b3,7700 STATE RD 544 WINTER HAVEN FL 33881-9518,FL,28.0797809,-81.5838983,Higher education institution,Highest degree certificate,Florida
St. Augustine College,e9c2d8d6,"3255 W ARMITAGE AVE, CHICAGO, IL, 60647",IL,41.917156,-87.709064,WIOA-eligible,NA,Illinois
Goodwill/Easter Seals Minnesota,a1ec311e,"553 FAIRVIEW AVE N, SAINT PAUL, MN, 55104",MN,44.9580935,-93.178051,WIOA-eligible,NA,Minnesota
Image Maker Beauty Institute,5ae3f867,"139 MAPLE ROW BLVD, HENDERSONVILLE, TN, 37075",TN,36.3050188,-86.6014523,Higher education institution,Highest degree certificate,Tennessee
Washington Cement Masons Apprenticeship Committee,643ed8bb,"6737 CORSON AVE S, SEATTLE, WA, 98108",WA,47.5427289,-122.3254691,WIOA-eligible,Apprenticeship sponsor / other,Washington
Bay College,9546b6c1,2001 N LINCOLN RDESCANABA  ESCANABA MI 49829,MI,45.7721784,-87.0855405,WIOA-eligible,NA,Michigan
New Faith Outreach Economic Development Inc,0216dfb0,PO BOX 82034 MOBILE AL 36689-2034,AL,30.6758871,-88.1837629,Non-profit organization,Job training non-profit,Alabama
San Francisco Insurance Service Academy,2ac65ad6,"30 16TH AVE, SAN FRANCISCO, CA, 94118",CA,37.7865424,-122.4753795,Non-profit organization,Job training non-profit,California
Northeast Mississippi Community College,2ed3f25d,"101 CUNNINGHAM BLVD, BOONEVILLE, MS, 38829",MS,34.6679785,-88.5634019,Higher education institution,NA,Mississippi
Childs Generation X Inc,17110888,"21216 MERLOT LN, APPLE VALLEY, CA, 92308",CA,34.4928377,-117.2008649,Non-profit organization,Job training non-profit,California
East Windsor Volunteer Fire Co 1 Inc,9cadb135,51 ONE MILE ROAD EAST WINDSOR NJ 08520-0000,NJ,40.2724287,-74.5455292,Non-profit organization,Job training non-profit,New Jersey
Ivy Tech Community College,e4e72e35,"1329 APPLEGATE LN, CLARKSVILLE, IN, 47129",IN,38.3129182,-85.7621089,WIOA-eligible,NA,Indiana
San Diego Theatrical Training Corporation,69941783,3737 CAM DEL RIO S STE 307 SAN DIEGO CA 92108-4009,CA,32.7770013,-117.1152471,Non-profit organization,Job training non-profit,California
National Telecommuting Institute,afca1a95,"225 FRIEND ST, BOSTON, MA, 02114",MA,42.3645221,-71.0607802,Non-profit organization,Job training non-profit,Massachusetts
Baileys Barber College,88965a5b,"820 N LIMESTONE ST, LEXINGTON, KY, 40505",KY,38.0578321,-84.4804405,WIOA-eligible,NA,Kentucky
Transcanwork Inc,eef0a3a4,"1001 N MARTEL AVE, W HOLLYWOOD, CA, 90046",CA,34.0888116,-118.351628,Non-profit organization,Job training non-profit,California
(Pittsburgh) Heavy Highway Carpenters Jatc,595854b1,"652 RIDGE RD, PITTSBURGH, PA, 15205",PA,40.4275281,-80.1361199,Registered apprenticeship,NA,Pennsylvania
Eastern Millwright Regional Council Atf,8a47f227,"108 METROPOLITAN PARK DR, LIVERPOOL, NY, 13088",NY,43.1137526,-76.1819569,Registered apprenticeship,NA,New York
New Lake College,612a9bd5,"1300 GREENBROOK BLVD, HANOVER PARK, IL, 60133",IL,41.9796151,-88.1371157,WIOA-eligible,NA,Illinois
South Bend And Vicinity Electrical,e29c4921,"56365 PEPPERMINT RD, SOUTH BEND, IN, 46619",IN,41.6738277,-86.3580229,Non-profit organization,Job training non-profit,Indiana
Coffee For Good Inc,868adb45,"48 MAPLE AVE, GREENWICH, CT, 06830",CT,41.0369287,-73.6232886,Non-profit organization,Job training non-profit,Connecticut
Virginia Wesleyan College,5196dec7,1587 WESLEYAN DRIVE  VIRGINIA BEACH VA 23455,VA,36.8743653,-76.1887996,WIOA-eligible,NA,Virginia
Emerald School Of Dental Assisting,705b218f,"22030 7TH AVE S, SEATTLE, WA, 98198",WA,47.5612212,-122.3242658,WIOA-eligible,NA,Washington
North American Training Center,8c9e66bd,2025 W PARK AVENUE SUITE 1  REDLANDS CA 92373,CA,34.0582182,-117.2229019,WIOA-eligible,NA,California
College Of Court Reporting Inc,5dc39ad3,"455 WEST LINCOLNWAY, SUITE A VALPARAISO IN 46385",IN,41.4675278,-87.0663601,Higher education institution,NA,Indiana
Taylor Andrews Academy Of Hair Design-West Jordan,3233be27,"9052 S 1510 W, WEST JORDAN, UT, 84088",UT,40.5868664,-111.934316,Higher education institution,Highest degree certificate,Utah
Tommy Group,31185725,"4335 WILLOW GLEN ST, CALABASAS, CA, 91302",CA,34.1384253,-118.7033268,Non-profit organization,Job training non-profit,California
Panola College,0e39f8f1,"1109 W PANOLA ST, CARTHAGE, TX, 75633",TX,32.1568728,-94.3562797,Multiple types,NA,Texas
Regan Career Institute,675ec2ec,"11350 VALLEY BLVD, EL MONTE, CA, 91731",CA,34.0701783,-118.0301588,Multiple types,NA,California
Hiredinmichigan.Com Career Institute Llc,684573f8,"24901 NORTHWESTERN HWY, SOUTHFIELD, MI, 48075",MI,42.4707872,-83.2418002,WIOA-eligible,NA,Michigan
Rasmussen College,ab636f45,"4042 PARK OAKS BLVD, TAMPA, FL, 33610",FL,27.9822537,-82.3340831,WIOA-eligible,NA,Florida
Foodworks Madison Inc,f489c589,123 N BLOUNT ST UNIT 305 MADISON WI 53703-4602,WI,43.0813402,-89.3782689,Non-profit organization,Job training non-profit,Wisconsin
Stvt-Aai Education Inc Dba Berks,a8fbf0fe,"7495 WESTBRANCH HWY, LEWISBURG, PA, 17837",PA,40.9823694,-76.8853375,WIOA-eligible,NA,Pennsylvania
Mid South Independent Electrical Contrac,b40e5aba,"2814 STAGE CENTER DR, MEMPHIS, TN, 38134",TN,35.2021871,-89.8589428,Registered apprenticeship,NA,Tennessee
Billings Job Service Employers Council,ef4736db,"441 PINON DR, BILLINGS, MT, 59105",MT,45.8067476,-108.5079988,Non-profit organization,Job training non-profit,Montana
Urban Technology And Training Center,dd2f74d9,"7949 GREENLAND PL, CINCINNATI, OH, 45237",OH,39.2094031,-84.459823600000007,Registered apprenticeship,NA,Ohio
St. Catherine University,cf4ff829,"2004 RANDOLPH AVE, SAINT PAUL, MN, 55105",MN,44.9246208,-93.1816147,WIOA-eligible,Apprenticeship sponsor / other,Minnesota
Angel Of God Resource,ac63da35,"14527 S HALSTED ST, RIVERDALE, IL, 60827",IL,41.6306776,-87.6412369,WIOA-eligible,NA,Illinois
Modesto City Schools Rop,8169bc82,"500 LOCUST ST, MODESTO, CA, 95351",CA,37.6402998,-121.0140158,WIOA-eligible,NA,California
Friends For Injured Workers,d7cc1389,"3940 LAUREL CANYON BLVD, STUDIO CITY, CA, 91604",CA,34.1420425,-118.3943374,Non-profit organization,Job training non-profit,California
Aisling Truck Academy,471364ee,"875 AVE G, WHITE CITY, OR, 97503",OR,42.4379238,-122.8830826,WIOA-eligible,NA,Oregon
Metallic Lathers-Reinforcing Ironworkers Lu #46,NA,"61-2 32ND AVE, WOODSIDE, NY, 11377",NY,40.7559265,-73.9012848,Registered apprenticeship,NA,New York
Navarro College Apprenticeship Program,925070d7,1900 JOHN ARDEN DRIVE WAXAHACHIE TX 75165,TX,32.4181258,-96.8559343,Registered apprenticeship,NA,Texas
Legacy School Of Healthcare,58f09236,"1130 UNIVERSITY BLVD, TUSCALOOSA, AL, 35401",AL,33.2109714,-87.5523133,WIOA-eligible,NA,Alabama
Business Opportunities For Self Sufficiency (Boss),2555546d,"2501 HUNTING BOW DR, HOPE MILLS, NC, 28348",NC,34.992467,-78.9154976,WIOA-eligible,NA,North Carolina
Societys Assets Incorporated,04f9b875,"5200 WASHINGTON AVE, RACINE, WI, 53406",WI,42.7192452,-87.8425234,Non-profit organization,Job training non-profit,Wisconsin
Bloomfield College (Inst.Of Technology And Professional Studies),2aef0f65,"467 FRANKLIN ST, BLOOMFIELD, NJ, 07003",NJ,40.7949753,-74.1966084,WIOA-eligible,NA,New Jersey
C-Cap (Careers Through Culinary Arts Program),fca24114,"4948 W BUCKSKIN TRL, PHOENIX, AZ, 85083",AZ,33.7132856,-112.1673793,Registered apprenticeship,NA,Arizona
Better Business Better Communities Research Inc,6668722f,"800 25TH ST, BIRMINGHAM, AL, 35218",AL,33.5256406,-86.8041535,Non-profit organization,Job training non-profit,Alabama
Hamilton-Ryker Talentgro,348952c8,325 BRIDGE STREET SUITE B FRANKLIN MT 37064,MT,35.9260215,-86.8710823,Registered apprenticeship,NA,Montana
Fellow Workers Inc,03a8e105,"8443 NOTTINGHILL DR, INDIANAPOLIS, IN, 46234",IN,39.7694505,-86.3112497,Non-profit organization,Job training non-profit,Indiana
Painters Dist. Council 30 N. Central Illinois Finishing Trades Institute,637e9efe,"1905 SEQUOIA DRIVE, SUITE #101 AURORA IL 60506",IL,41.7939636,-88.363831,Registered apprenticeship,NA,Illinois
Phoenix College,6ab5795e,"1202 W THOMAS RD, PHOENIX, AZ, 85013",AZ,33.4843407,-112.0889458,Multiple types,NA,Arizona
Thw Force Inc,401d688d,"347 3RD ST, PORTSMOUTH, OH, 45662",OH,38.7327457,-83.0054544,Non-profit organization,Job training non-profit,Ohio
Fundamentals For Life,0a3d4f40,3210 N HERITAGE WAY LAS VEGAS NV 89121-1220,NV,36.1422617,-115.1051583,Non-profit organization,Job training non-profit,Nevada
Smithfield Foods,95b59f0d,"111 COMMERCE STREET, SMITHFIELD, VA 23430 SMITHFIELD ZA 23430",VA,36.9834695,-76.6306681,Registered apprenticeship,NA,Virginia
Southeast Missouri Hospital College Of Nursing And Health Sciences,e0e6a3c4,"2001 WILLIAM ST, CAPE GIRARDEAU, MO, 63703",MO,37.3024273,-89.5458549,Higher education institution,Highest degree bachelor’s+,Missouri
Job Seekers Network,5ca0df8c,"115 PORTOFINO LN, GEORGETOWN, TX, 78633",TX,30.6332618,-97.6779842,Non-profit organization,Job training non-profit,Texas
Mountain States Line Constructors,2d3c2bb9,"8781 S REDWOOD ROAD, SUITE 150, ,,, WEST JORDAN CO 84088",CO,40.5915423,-111.938072,WIOA-eligible,Apprenticeship sponsor / other,Colorado
Mid Michigan College,79c32883,1375 S CLARE AVE HARRISON MI 48625-9447,MI,43.9697521,-84.7635439,Higher education institution,NA,Michigan
Co-Op Ed Center Nfp,37a00922,"151 N KENILWORTH AVE, OAK PARK, IL, 60301",IL,41.8890712,-87.7979275,Non-profit organization,Job training non-profit,Illinois
Savvy Coders,43fbeea3,"501 UNION ST, NASHVILLE, TN, 37219",TN,36.1642643,-86.7812831,WIOA-eligible,NA,Tennessee
Dallas Career Institute,ca3bb47e,"8499 GREENVILLE AVE. STE 200,, DALLAS TX 75231",TX,32.893497000000004,-96.754018,WIOA-eligible,NA,Texas
Florida Electrical Association Tri-County Apprenticeship Gnj,7faa0c43,"255 SW 96TH LN, OCALA, FL, 34476",FL,29.0837508,-82.1392015,Registered apprenticeship,NA,Florida
Ready To Work Service R2w,165c8659,1970 N CLEVELAND MASSILLON ROAD BATH OH 44210-5367,OH,41.1891787,-81.6367722,Non-profit organization,Job training non-profit,Ohio
"Beacon Air, Inc.",f755e376,P O BOX 10806 WILMINGTON DE 19850,DE,39.7270807,-75.5845039,Registered apprenticeship,NA,Delaware
Chaverim Israel Family Services Inc,a755eaec,"1360 CLIFTON AVE, CLIFTON, NJ, 07012",NJ,40.8536379,-74.173447,Non-profit organization,Job training non-profit,New Jersey
"Garaventa Usa, Inc.",225b840e,"""400 WEST CUMMINGS PARK , SUITE 4260"" WOBURN MA 1801",MA,42.496807,-71.1262741,Registered apprenticeship,NA,Massachusetts
Medical Institute Of Kentucky,2d2c10f9,"77 MACK WALTERS RD, SHELBYVILLE, KY, 40065",KY,38.2102514,-85.241124,WIOA-eligible,NA,Kentucky
Montessori Live Educator Training Program Inc,57a515ef,950 S TAMIAMI TRL STE 104 SARASOTA FL 34236-7808,FL,27.3262575,-82.5301941,Non-profit organization,Job training non-profit,Florida
Joint Service Fitters Apprenticeship Committee,3f90b476,"48-3 32ND PL, LONG ISLAND CITY, NY, 11101",NY,40.7407183,-73.9333037,Registered apprenticeship,NA,New York
Emergency Medical Tranining Services (Emts),f8ebcbe4,"3410 MIDCOURT RD, CARROLLTON, TX, 75006",TX,32.9628264,-96.8429726,WIOA-eligible,NA,Texas
Legacy Careers Limited,20c87a33,"13018 HALCOURT AVE, NORWALK, CA, 90650",CA,33.9125946,-118.1020949,Non-profit organization,Job training non-profit,California
Francis Tuttle Technology Center,5347cbe9,12777 N ROCKWELL AVE OKLAHOMA CITY OK 73142-2789,OK,35.6011629,-97.6427745,Higher education institution,Highest degree certificate,Oklahoma
Women S Workflow Ltd,dcc32ed5,"2038 PALM ST, LAS VEGAS, NV, 89104",NV,36.1494463,-115.100754,Non-profit organization,Job training non-profit,Nevada
The Salon Professional Academy-North Little Rock,f785c8d1,"13125 STATE HWY 107, SHERWOOD, AR, 72120",AR,34.8578133,-92.2021843,Higher education institution,Highest degree certificate,Arkansas
Babbage Simmel,030cdeb1,"2780 AIRPORT DR, COLUMBUS, OH, 43219",OH,39.9984344,-82.9347742,WIOA-eligible,NA,Ohio
House Of Bread,6825c9c4,"1200 CAMPBELL AVE SW, ROANOKE, VA, 24016",VA,37.2704342,-79.9625095,Non-profit organization,Job training non-profit,Virginia
Totally Cosmo School Of Modern Cosmetology,9e237a62,"110 N BROADWAY ST, BROKEN BOW, OK, 74728",OK,34.0278211,-94.7381721,Higher education institution,Highest degree certificate,Oklahoma
United Training Academy,f4943e8d,"150 W JOHN CARPENTER FWY, IRVING, TX, 75039",TX,32.8713538,-96.9468026,WIOA-eligible,NA,Texas
Washington State Community College,d82a99bb,"710 COLEGATE DR, MARIETTA, OH, 45750",OH,39.432661,-81.4340361,Multiple types,NA,Ohio
Triad Barber School,cfc14c2b,"100 S RUTHERFORD ST, WADESBORO, NC, 28170",NC,34.9663491,-80.0782213,WIOA-eligible,NA,North Carolina
Genesis Healthcare Institute,6fc9294d,"25 ALEXANDER CIR, ROMEOVILLE, IL, 60446",IL,41.6512331,-88.0834916,WIOA-eligible,Apprenticeship sponsor / other,Illinois
Med Prep Training Center,88b42b03,"1830 BROADWAY, EVERETT, WA, 98201",WA,47.9926351,-122.2015626,WIOA-eligible,NA,Washington
Jay's Technical Institute,efaef8e0,11910 FONDREN MEADOW HOUSTON TX 77071,TX,29.6487882,-95.5252655,Higher education institution,Highest degree certificate,Texas
J And V Management Consulting Firms,c84aa456,"600 FAIRVIEW ST, DETROIT, MI, 48214",MI,42.3623025,-82.9712382,Non-profit organization,Job training non-profit,Michigan
Universal Technical Institute Of Phoenix Inc,a43de4df,"2844 W DEER VALLEY RD, PHOENIX, AZ, 85027",AZ,33.6844981,-112.1215044,WIOA-eligible,NA,Arizona
"Electrical Apprenticeship Program Of Carroll County, Maryland",546e01a2,2542 MURKLE ROAD WESTMINSTER MD 21158,MD,39.6448325,-77.023229,Registered apprenticeship,NA,Maryland
Chamber Education Training Assoc,8933b32f,"15588 AVIATION LOOP DR, BROOKSVILLE, FL, 34604",FL,28.4800321,-82.4685535,Non-profit organization,Job training non-profit,Florida
Nti Career Institute,2784790a,"9896 BISSONNET ST, HOUSTON, TX, 77036",TX,29.6780351,-95.5526157,Non-profit organization,Job training non-profit,Texas
Lisbon Adult Education,52171f1d,"591 LISBON ST, LISBON FALLS, ME, 04252",ME,44.0029825,-70.0708833,WIOA-eligible,NA,Maine
All About Caring Llc,ff3288a4,1502 N CARSON ST. STE 6  CARSON CITY NV 89701,NV,39.1736417,-119.767268,WIOA-eligible,NA,Nevada
Neighborhood Renovation And Training Program -Nrtp,6aa2b7a4,"143 WINDHAM RD, WILLIMANTIC, CT, 06226",CT,41.707411,-72.202794,Non-profit organization,Job training non-profit,Connecticut
Join Us Tribe Incorporated,9de32a57,"369 E 900 S, SALT LAKE CITY, UT, 84111",UT,40.7500246,-111.8802178,Non-profit organization,Job training non-profit,Utah
Mind The Gapp,59e4e4ad,"4215 FAIRVIEW AVE, HOPKINS, MN, 55343",MN,44.9272806,-93.4339486,Non-profit organization,Job training non-profit,Minnesota
Peters Pit Stop,ee6dba53,618 HILCHOT DR SUMMERVILLE SC 29486-2426,SC,33.1503454,-80.1078953,Non-profit organization,Job training non-profit,South Carolina
D And S School Of Cosmetology,e1f5c135,"4180 ELIZABETH LAKE RD, WATERFORD, MI, 48328",MI,42.6393333,-83.3697149,Higher education institution,Highest degree certificate,Michigan
Platt College-Moore,70ed9fc4,"201 N EASTERN AVE, MOORE, OK, 73160",OK,35.3392467,-97.478478,Higher education institution,Highest degree certificate,Oklahoma
New York Real Estate Institute Inc,f5fbdf35,"132 W 36TH ST, NEW YORK, NY, 10018",NY,40.7516636,-73.9884564,WIOA-eligible,NA,New York
